<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
ADIL,20231207,2,2.3,1.945,2.02,344300
ADMA,20231207,3.86,3.86,3.75,3.77,893200
ADN,20231207,0.35,0.3508,0.3153,0.3186,413000
ADNWW,20231207,0.0308,0.0385,0.0308,0.0351,63000
ADOCW,20231207,0.007,0.007,0.007,0.007,100
ADP,20231207,231.5,232.72,229.4,229.99,1758500
ADPT,20231207,4.67,4.72,4.53,4.66,969500
ADSE,20231207,6.95,7,6.4158,7,49900
ADSEW,20231207,0.6,0.73,0.6,0.7,123800
ADSK,20231207,220,224.46,219.045,223.84,1330400
ADTH,20231207,1.35,1.4077,1.29,1.3,63100
ADTHW,20231207,0.05,0.05,0.0475,0.0475,900
ADTN,20231207,6.14,6.25,6.0304,6.13,693300
ADTX,20231207,3.41,4.1,3.41,3.71,538500
ADUS,20231207,90.57,90.57,88.85,89.35,79400
ADV,20231207,3.02,3.0899,3,3.06,976200
ADVM,20231207,0.92,1.03,0.8695,1.01,579100
ADVWW,20231207,0.1175,0.1175,0.1125,0.1125,3800
ADXN,20231207,5.799,5.85,5.55,5.7005,6400
AEAE,20231207,10.84,10.84,10.76,10.82,1400
AEHL,20231207,2.55,2.57,2.5,2.57,2900
AEHR,20231207,24.36,24.76,23.85,24.72,521800
AEI,20231207,1.11,1.11,1,1,35600
AEIS,20231207,95.76,98.67,95.3,98.6,211100
AEMD,20231207,2,2.15,2,2.09,11900
AENT,20231207,0.91,0.9507,0.8963,0.95,6900
AEP,20231207,80.5,81,79.83,80.2,2819900
AERT,20231207,2.47,2.5,2.4,2.45,10200
AEY,20231207,3.2399,3.2399,3.13,3.13,900
AEYE,20231207,4.5,4.6,4.46,4.47,7600
AEZS,20231207,2.39,2.3981,2.275,2.39,14000
AFAR,20231207,10.84,10.84,10.84,10.84,51400
AFBI,20231207,14.76,14.76,14.76,14.76,100
AFCG,20231207,11.68,12.22,11.65,12.18,136200
AFIB,20231207,0.23,0.25,0.216,0.2423,165300
AFJKU,20231207,10.17,10.17,10.16,10.16,18000
AFMD,20231207,0.4426,0.4426,0.3821,0.3998,1275500
AFRI,20231207,11.28,11.28,11.0336,11.28,3000
AFRIW,20231207,1.51,1.57,1.4748,1.55,1800
AFRM,20231207,37.78,39.83,37.25,39.41,19327400
AFYA,20231207,21.24,21.91,21,21.78,202900
AGAE,20231207,0.9201,0.95,0.9186,0.9499,44400
AGBA,20231207,0.46,0.46,0.436,0.436,37100
AGBAW,20231207,0.012,0.02,0.011,0.011,131300
AGEN,20231207,0.78,0.8238,0.7617,0.8105,10296300
AGFY,20231207,1.43,1.53,1.36,1.49,38000
AGIO,20231207,22.56,23.16,22.37,23.14,388500
AGMH,20231207,1.63,1.67,1.5349,1.67,900
AGNC,20231207,8.94,9,8.89,8.96,10419000
AGNCL,20231207,21.52,21.78,21.4,21.78,45300
AGNCM,20231207,23.67,23.7,23.6403,23.6949,13800
AGNCN,20231207,25.2,25.25,25.17,25.18,55000
AGNCO,20231207,23.38,23.48,23.38,23.4,10700
AGNCP,20231207,21.8329,21.8788,21.75,21.75,22200
AGNG,20231207,27.02,27.14,27.02,27.02,600
AGRI,20231207,0.63,0.718,0.6011,0.651,1487000
AGRIW,20231207,0.006,0.006,0.0042,0.006,39700
AGRX,20231207,2.32,2.3989,2.25,2.35,35700
AGYS,20231207,86.65,86.67,82.82,84.33,219400
AGZD,20231207,21.86,21.96,21.85,21.88,21200
AHCO,20231207,8.61,8.61,7.94,7.98,773300
AHG,20231207,0.812,0.8745,0.8,0.8306,6900
AHI,20231207,2.01,2.04,1.8947,1.96,42500
AIA,20231207,55.59,55.96,55.59,55.96,15900
AIHS,20231207,0.37,0.46,0.35,0.42,71900
AIMD,20231207,0.58,0.59,0.58,0.59,3600
AIP,20231207,5.25,5.7,5.15,5.65,125000
AIQ,20231207,29.53,29.745,29.46,29.72,418400
AIRE,20231207,3.49,3.56,3.238,3.27,291100
AIRG,20231207,3.0727,3.0727,3,3,18400
AIRR,20231207,52.52,53,52.239,53,126000
AIRS,20231207,5.89,5.905,5.695,5.88,35300
AIRT,20231207,16.25,17.63,16.12,17.63,4400
AIRTP,20231207,16.5,16.75,16.5,16.5101,2900
AITRU,20231207,10.18,10.21,10.18,10.21,1200
AIXI,20231207,2.34,2.49,2.12,2.12,46000
AKAM,20231207,114.78,115.52,114.15,114.93,1463500
AKAN,20231207,0.4891,0.5,0.485,0.485,25700
AKBA,20231207,1.19,1.2,1.1437,1.17,912600
AKLI,20231207,0.43,0.4301,0.28,0.4,1394700
AKRO,20231207,19.22,20.07,18.9883,19.77,1139000
AKTS,20231207,0.5964,0.6073,0.5456,0.57,548200
AKTX,20231207,3.16,3.21,3.06,3.15,1400
AKYA,20231207,4.35,4.48,4.1161,4.41,91200
ALAR,20231207,4.77,4.77,4.5753,4.66,15800
ALBT,20231207,0.47,0.489,0.4399,0.44,49300
ALCO,20231207,29.76,30.23,29.45,29.81,47200
ALCY,20231207,10.42,10.42,10.42,10.42,700
ALCYW,20231207,0.3191,0.3191,0.21,0.21,1500
ALDX,20231207,3.18,3.27,3.13,3.24,620600
ALEC,20231207,5.63,5.949,5.63,5.8,440300
ALGM,20231207,26.47,26.9,26.2,26.89,709900
ALGN,20231207,216.82,218.49,214.11,216.61,727900
ALGS,20231207,0.6401,0.6916,0.6401,0.65,2656800
ALGT,20231207,72.95,76.67,72.95,75.49,247400
ALHC,20231207,7.9,7.9899,7.81,7.92,349900
ALIM,20231207,3.59,3.78,3.54,3.6,107600
ALKS,20231207,26.42,26.53,26.07,26.16,2465800
ALKT,20231207,21.77,22.46,21.19,22.44,444700
ALLK,20231207,3.01,3.16,2.955,2.99,920400
ALLO,20231207,2.6,2.6,2.43,2.52,2375100
ALLR,20231207,0.465,0.506,0.401,0.488,3691400
ALLT,20231207,1.26,1.32,1.19,1.32,220300
ALNT,20231207,28.21,28.5151,27.48,27.62,31700
ALNY,20231207,176.22,177.77,174.39,177.26,675000
ALOT,20231207,15.15,15.61,14.55,14.94,38600
ALPN,20231207,16.7,16.88,15.915,16.52,319300
ALPP,20231207,0.87,0.9255,0.82,0.8701,86600
ALRM,20231207,56.17,57.28,55.71,56.95,222800
ALRN,20231207,2.22,2.3153,2.0012,2.18,21400
ALRS,20231207,18.63,19.14,18.595,19.13,26600
ALSAW,20231207,0.0066,0.0066,0.0066,0.0066,200
ALT,20231207,6.86,8.63,6.36,6.58,57736800
ALTI,20231207,8.28,8.75,7.8404,8.14,57400
ALTO,20231207,2.52,2.57,2.48,2.57,504600
ALTR,20231207,70.79,71.0718,70.07,70.82,383200
ALTU,20231207,10.31,10.405,10.295,10.31,5500
ALTUW,20231207,0.0301,0.0499,0.03,0.03,37000
ALTY,20231207,11.07,11.11,11.07,11.09,4200
ALVO,20231207,9.36,9.6,9.23,9.51,57900
ALVR,20231207,2.29,2.395,2.1708,2.3,1143700
ALXO,20231207,8.49,9.28,8.2701,9.25,436900
ALYA,20231207,1.08,1.1,1.02,1.04,39900
ALZN,20231207,1.1,1.1442,1.07,1.11,114000
AMAL,20231207,22.51,23.01,22.3,22.95,122700
AMAM,20231207,12.08,12.87,11.75,12.65,867200
AMAT,20231207,146.96,148.54,144.57,148.39,5753600
AMBA,20231207,57.46,58.08,57.02,57.21,308000
AMCX,20231207,16.81,17.77,16.51,17.39,380500
AMD,20231207,120.79,128.68,119.56,128.37,118579100
AMDS,20231207,21.08,21.085,20.25,20.27,11700
AMED,20231207,93.57,94.3,93.39,93.73,685600
AMEH,20231207,33.41,33.41,32.55,33.28,125600
AMGN,20231207,270.5,273.41,266.63,271.31,2081400
AMID,20231207,28.17,28.2375,28.17,28.2375,500
AMKR,20231207,28.2,28.5,28.07,28.49,837200
AMLI,20231207,1.1,1.13,1.07,1.1,590700
AMLX,20231207,13.73,14.81,13.6,14.22,1761000
AMNB,20231207,42.8,44.2,42.8,43.99,24200
AMPG,20231207,1.68,1.7,1.67,1.69,8700
AMPH,20231207,57.94,58.3615,56.06,57.09,311500
AMPL,20231207,11.38,11.38,11.03,11.29,416900
AMRK,20231207,29.55,29.76,29.19,29.41,181700
AMRN,20231207,0.82,0.89,0.79,0.86,2608800
AMSC,20231207,9.9,10.08,9.7042,9.94,276300
AMSF,20231207,47.5,47.7632,46.94,47.58,129000
AMST,20231207,1.99,1.99,1.8688,1.88,10000
AMSWA,20231207,10.15,10.18,9.99,10.15,158600
AMTI,20231207,0.1946,0.203,0.1801,0.203,37900
AMTX,20231207,4.42,4.555,4.4,4.53,243600
AMWD,20231207,84.9,85.79,83.5,85.79,120500
AMZD,20231207,18.29,18.29,18.03,18.16,12700
AMZN,20231207,146.15,147.92,145.34,146.88,52352800
AMZU,20231207,26.28,26.75,26.11,26.5,149600
ANAB,20231207,16.11,16.64,15.78,16.42,202500
ANDE,20231207,51.42,52.1207,50.3401,52.06,160200
ANEB,20231207,2.28,2.3,2.15,2.15,2000
ANGH,20231207,1.85,1.86,1.35,1.41,296300
ANGHW,20231207,0.079,0.0821,0.075,0.075,3700
ANGI,20231207,2.47,2.47,2.31,2.42,1433900
ANGL,20231207,28.28,28.34,28.255,28.28,3097900
ANGO,20231207,6.83,7.07,6.75,7.03,328400
ANIK,20231207,21.87,22.59,21.84,22.48,68700
ANIP,20231207,48.84,49.4,48.42,48.73,129600
ANIX,20231207,4.02,4.2464,3.54,3.6,1138300
ANL,20231207,11.4,11.86,11.36,11.36,3400
ANNX,20231207,2.59,2.8,2.51,2.7,167500
ANSCU,20231207,10.12,10.13,10.0996,10.13,42000
ANSS,20231207,284.21,287.28,283.385,286.11,650200
ANTE,20231207,0.68,0.77,0.62,0.63,5200
ANTX,20231207,19.09,19.28,18.3,18.8,73600
ANY,20231207,1.55,1.83,1.5,1.55,2910300
AOGOW,20231207,0.018,0.018,0.011,0.0116,4100
AONC,20231207,6.19,6.315,5.7,5.94,13600
AOSL,20231207,22.17,22.7,21.92,22.61,127400
AOTG,20231207,31.7355,31.7355,31.7355,31.7355,100
AOUT,20231207,8.36,8.36,7.66,7.8,33300
APA,20231207,34.23,34.46,33.5801,33.83,4447600
APCX,20231207,1.66,1.67,1.5,1.6,45300
APCXW,20231207,0.2799,0.28,0.2792,0.28,18700
APDN,20231207,1.04,1.14,1.04,1.08,50200
APEI,20231207,7.51,8.4327,7.46,8.32,80100
APGE,20231207,21.59,22.52,21.22,21.74,140900
API,20231207,2.6,2.675,2.56,2.64,207900
APLD,20231207,5.53,5.785,5.43,5.63,2104900
APLM,20231207,0.83,0.83,0.761,0.79,778800
APLMW,20231207,0.04,0.046,0.04,0.045,201100
APLS,20231207,64,65.47,63.3,64.04,1902400
APLT,20231207,2.49,2.74,2.45,2.67,1942800
APM,20231207,2.09,2.09,1.92,1.96,4100
APOG,20231207,48.21,48.31,47.83,48.05,96100
APP,20231207,36.52,37.06,36.37,36.84,1931900
APPF,20231207,188.32,192.34,180.96,181.24,225700
APPN,20231207,37.82,37.88,36.18,36.23,345900
APPS,20231207,5.92,6.15,5.74,5.81,1652900
APRE,20231207,3.64,3.675,3.6,3.675,1700
APTM,20231207,10.7,10.7,10.7,10.7,200
APTO,20231207,2.42,2.68,2.42,2.68,50500
APVO,20231207,0.19,0.199,0.175,0.1927,464600
APWC,20231207,1.29,1.39,1.29,1.3,7700
APXIW,20231207,0.0303,0.0354,0.0303,0.0354,500
APYX,20231207,2.25,2.285,2.08,2.08,66000
AQB,20231207,3.29,4.03,3.23,3.78,223300
AQMS,20231207,0.8113,0.82,0.7703,0.792,227200
AQST,20231207,2.12,2.17,2.08,2.15,465000
AQU,20231207,10.66,10.69,10.64,10.69,6600
AQUNR,20231207,0.29,0.29,0.2439,0.2439,800
AQUNU,20231207,11.1001,11.1001,10.89,10.89,2100
AQWA,20231207,15.6703,15.671,15.67,15.67,200
ARAV,20231207,0.1401,0.1404,0.1335,0.1338,755600
ARAY,20231207,2.68,2.68,2.605,2.65,443100
ARBB,20231207,0.9966,0.9966,0.961,0.961,1600
ARBE,20231207,1.88,1.95,1.87,1.88,31100
ARBEW,20231207,0.19,0.19,0.1541,0.1541,94300
ARBK,20231207,1.59,1.6,1.42,1.55,321000
ARBKL,20231207,9.3,9.77,9.3,9.75,14200
ARCB,20231207,107.89,108.735,105.37,107.66,559300
ARCC,20231207,19.76,19.95,19.72,19.94,3469000
ARCT,20231207,23.5,24.23,23.19,24.02,241500
ARDX,20231207,5.2,5.45,5.16,5.3,9165900
AREB,20231207,0.3324,0.3352,0.3076,0.3249,101600
AREC,20231207,1.64,1.64,1.51,1.59,153100
ARGX,20231207,459.4,461.825,454.23,457.77,237600
ARHS,20231207,9.35,9.47,9.19,9.44,721700
ARIZ,20231207,10.81,10.81,10.81,10.81,15800
ARIZR,20231207,0.0901,0.0901,0.09,0.09,700
ARIZW,20231207,0.0199,0.0199,0.0199,0.0199,1900
ARKO,20231207,7.73,7.85,7.585,7.83,244300
ARKOW,20231207,1.08,1.1,1.07,1.1,1300
ARKR,20231207,15.49,15.65,15.43,15.65,2500
ARLP,20231207,19.8,19.95,19.32,19.57,711100
ARM,20231207,61.52,62.97,61.2,62.44,3139100
AROW,20231207,26.85,27.2622,26.85,27.03,36200
ARQQ,20231207,0.5,0.51,0.48,0.486,533400
ARQQW,20231207,0.12,0.1499,0.0701,0.0823,36500
ARQT,20231207,2.15,2.23,2.125,2.2,2257100
ARRWW,20231207,0.065,0.065,0.05,0.0508,524100
ARRY,20231207,15.93,16.1815,15.72,15.88,3153300
ARTL,20231207,1.39,1.45,1.37,1.4,9700
ARTNA,20231207,44.41,44.7,44.095,44.31,22900
ARTW,20231207,2.01,2.0611,2,2.0001,2300
ARVL,20231207,1.33,1.33,1.25,1.27,79200
ARVN,20231207,30.4,32.78,29.685,32.69,1570200
ARVR,20231207,33.02,33.05,32.99,32.99,500
ARWR,20231207,23.79,24.93,23.51,24.53,1363900
ARYD,20231207,10.9,10.91,10.9,10.91,400
ASCB,20231207,10.87,10.89,10.87,10.89,400
ASET,20231207,29.6237,29.75,29.6237,29.7,1900
ASLE,20231207,16.48,16.6899,14.92,14.95,1310100
ASLN,20231207,0.5,0.54,0.4921,0.5,184400
ASMB,20231207,0.75,0.77,0.725,0.7426,154900
ASML,20231207,695.37,700.485,692.0901,699.65,780800
ASND,20231207,106.75,109.475,105.57,108.8,1126100
ASNS,20231207,1.41,1.41,1.21,1.2266,54300
ASO,20231207,54.69,55.7,54.61,55.55,1338300
ASPI,20231207,2.09,2.09,1.85,1.95,422900
ASPS,20231207,4.44,4.49,4.33,4.38,50400
ASRT,20231207,1.1,1.14,1.07,1.13,743500
ASRV,20231207,3.01,3.05,3.01,3.01,1000
ASST,20231207,0.8,0.815,0.6621,0.665,207200
ASTC,20231207,7.82,8,7.7,8,4300
ASTE,20231207,31.84,32.08,31.505,31.87,135700
ASTI,20231207,0.9,0.9099,0.8598,0.89,54200
ASTL,20231207,8.23,8.27,8.07,8.24,554300
ASTLW,20231207,1.09,1.09,1.08,1.08,70000
ASTR,20231207,1.27,1.32,1.26,1.28,190700
ASTS,20231207,5.12,5.13,4.98,5.11,1010100
ASTSW,20231207,1.16,1.16,1.135,1.15,3200
ASUR,20231207,8.1,8.1,7.6,7.61,195800
ASYS,20231207,6.89,6.99,6.56,6.76,58500
ATAI,20231207,1.17,1.17,1.11,1.17,937800
ATAK,20231207,10.98,10.98,10.98,10.98,3000
ATAKW,20231207,0.0135,0.0149,0.01,0.01,478100
ATAT,20231207,16.4,16.625,16.26,16.52,1637500
ATCOL,20231207,23.8,23.8,23.68,23.69,800
ATEC,20231207,12.51,12.66,12.3416,12.57,1516900
ATER,20231207,0.32,0.3281,0.31,0.3153,328400
ATEX,20231207,35.92,36.2,35.6537,36,94000
ATGL,20231207,15.8959,15.8959,14.22,15.13,22700
ATHA,20231207,1.77,1.88,1.77,1.87,228700
ATHE,20231207,3.02,3.02,2.8,2.8,145800
ATIF,20231207,0.884,1.04,0.884,1.04,2900
ATLC,20231207,30.6668,31.805,30.6668,31.5,11800
ATLCL,20231207,23.35,23.46,23.11,23.1899,13700
ATLCP,20231207,21.5923,22.2047,21.5923,21.99,17100
ATLO,20231207,19.4,19.84,19.251,19.75,11300
ATLX,20231207,27.99,28.085,25.76,26.32,101900
ATMC,20231207,10.7063,10.7063,10.7063,10.7063,7800
ATMCR,20231207,0.0868,0.0868,0.0811,0.0855,7800
ATMCW,20231207,0.03,0.03,0.0199,0.022,13500
ATMV,20231207,10.73,10.73,10.69,10.69,1100
ATNF,20231207,0.245,0.2501,0.225,0.2399,722000
ATNFW,20231207,0.01,0.01,0.0079,0.0086,4500
ATNI,20231207,31.02,31.44,30.05,31.21,78800
ATOM,20231207,6.82,6.9183,6.69,6.78,79700
ATOS,20231207,0.75,0.755,0.7285,0.7363,175000
ATPC,20231207,0.814,0.814,0.75,0.75,50200
ATRA,20231207,0.7,0.7098,0.65,0.6949,4202400
ATRC,20231207,32.98,33.83,32.45,33.44,529100
ATRI,20231207,319.39,338.32,315.0001,326.99,6900
ATRO,20231207,15.1,15.2,14.85,15.15,121800
ATSG,20231207,15.4,15.8,15.335,15.66,445400
ATXG,20231207,1.29,1.35,1.2,1.24,26100
ATXI,20231207,0.1746,0.1746,0.14,0.155,2696900
ATXS,20231207,5.44,5.75,5.3,5.69,534000
AUBN,20231207,21.05,21.05,20.61,20.8,1400
AUDC,20231207,11.92,12.08,11.715,11.78,143300
AUGX,20231207,5.6,5.66,5.5,5.66,176000
AUID,20231207,8.6818,8.6818,8.11,8.31,3900
AUPH,20231207,8.8,8.87,8.655,8.77,1234400
AUR,20231207,2.49,2.67,2.45,2.63,7469700
AURA,20231207,8.63,8.665,8.53,8.63,110700
AUROW,20231207,0.2501,0.29,0.2501,0.276,3600
AUTL,20231207,3.94,4.105,3.87,4.08,314900
AUUD,20231207,0.25,0.25,0.2303,0.25,40400
AUVI,20231207,0.112,0.1132,0.1035,0.1087,1931400
AUVIP,20231207,2.25,2.25,2.25,2.25,300
AVAH,20231207,2.65,2.68,2.4716,2.57,130500
AVAV,20231207,127.01,127.7407,122.5,123.93,602800
AVDL,20231207,13.75,13.91,13.4108,13.69,908000
AVDX,20231207,11.02,11.09,10.8506,11,1157700
AVGO,20231207,905.54,924.12,903.64,922.26,4351600
AVGR,20231207,3.03,3.24,3.03,3.05,21900
AVHI,20231207,10.77,10.9,10.75,10.75,1300
AVHIU,20231207,10.87,11.11,10.78,10.81,1100
AVHIW,20231207,0.0253,0.03,0.0253,0.03,300
AVIR,20231207,2.96,2.96,2.88,2.94,318700
AVNW,20231207,31.3,32.29,30.44,31.79,75900
AVO,20231207,9.22,9.35,8.9501,9.29,133900
AVPT,20231207,8.17,8.1882,7.92,7.97,580600
AVPTW,20231207,1.29,1.3,1.245,1.26,55600
AVRO,20231207,1.36,1.41,1.36,1.39,217200
AVT,20231207,46.21,46.9,46.02,46.88,381000
AVTE,20231207,16.4,16.73,15.85,16.65,41400
AVTX,20231207,0.0647,0.0647,0.0606,0.0606,9769700
AVXL,20231207,8.02,8.19,7.92,8.13,815000
AWH,20231207,3.4,4,3.4,3.78,45800
AWIN,20231207,0.1305,0.1359,0.125,0.1323,484400
AWINW,20231207,0.02,0.0202,0.0129,0.0129,88700
AWRE,20231207,1.64,1.64,1.58,1.6,7400
AXDX,20231207,4.37,5.13,4.37,5.05,132700
AXGN,20231207,7.32,7.465,7.12,7.42,247500
AXNX,20231207,57.21,58.6,56.98,57.88,414300
AXON,20231207,233.33,235.98,232.78,235.33,314400
AXSM,20231207,69.93,72.65,67.88,70.23,625400
AXTI,20231207,2.01,2.12,1.9868,2.05,141100
AY,20231207,20,20.04,19.76,19.81,575000
AYRO,20231207,2.02,2.2,2.02,2.15,19500
AYTU,20231207,2.33,2.44,2.33,2.42,15200
AZ,20231207,1.25,1.2523,1.19,1.2,28900
AZN,20231207,63.82,63.82,63.07,63.51,6194200
AZPN,20231207,194.82,196.9837,193.45,195.46,141500
AZTA,20231207,57.46,58.45,57.295,58.24,308200
BABX,20231207,13.62,13.91,13.62,13.91,56700
BACK,20231207,1.75,1.8899,1.7,1.76,34900
BAER,20231207,5.77,5.84,5.6,5.6,9100
BAERW,20231207,0.1825,0.1849,0.1663,0.1663,17900
BAFN,20231207,11.12,11.5365,10.8702,11.035,5700
BAND,20231207,11.84,12.02,11.39,11.46,271400
BANF,20231207,90.24,91.54,90.201,91.34,86400
BANL,20231207,1.36,1.5,1.36,1.48,57100
BANR,20231207,49.7,50.3,49.03,49.47,219400
BANX,20231207,17.1,17.11,17.04,17.11,18600
BAOS,20231207,4.14,4.4,4.14,4.4,1600
BASE,20231207,21.66,21.85,18.82,19.49,558600
BATRA,20231207,40.33,41,40.1,41,30900
BATRK,20231207,35.76,36.385,35.52,36.34,258100
BBCP,20231207,7.8,8.06,7.71,8.04,105400
BBGI,20231207,0.79,0.8388,0.751,0.778,3000
BBH,20231207,154.86,155.24,153.5295,155.24,14800
BBIO,20231207,32.56,33.705,32.5,33.61,1377200
BBLG,20231207,0.44,0.4539,0.4384,0.44,56900
BBSI,20231207,110.53,111.53,110.1,111.19,36100
BCAB,20231207,1.44,1.56,1.408,1.55,515000
BCAL,20231207,15.68,15.69,15.6,15.6,20100
BCAN,20231207,0.7,0.76,0.7,0.7314,20000
BCBP,20231207,11.65,11.86,11.599,11.86,23500
BCDA,20231207,0.6374,0.665,0.622,0.659,143700
BCDAW,20231207,0.0632,0.0632,0.0568,0.0568,800
BCEL,20231207,0.225,0.32,0.225,0.2628,3269200
BCLI,20231207,0.26,0.2712,0.22,0.222,6134400
BCML,20231207,21.63,21.93,21.35,21.93,16500
BCOV,20231207,2.46,2.4687,2.4,2.43,137700
BCOW,20231207,6.2701,6.3201,6.2701,6.3201,700
BCPC,20231207,131.27,135.13,131.1,134.97,142500
BCRX,20231207,5.54,6,5.415,5.67,9863900
BCSA,20231207,10.84,10.88,10.84,10.85,3600
BCTX,20231207,5.02,5.1,4.7201,4.898,67300
BCTXW,20231207,1.82,1.97,1.4001,1.97,14900
BCYC,20231207,14.82,15.73,14.3901,15.71,822000
BDGS,20231207,26.99,26.99,26.93,26.96,32300
BDRX,20231207,3.27,3.405,3,3,72200
BDSX,20231207,1.54,1.65,1.51,1.59,99700
BDTX,20231207,2.38,2.59,2.35,2.57,349400
BEAM,20231207,28.71,29.31,28.31,28.75,727900
BEAT,20231207,1.5,1.5,1.34,1.34,39200
BECN,20231207,80.13,80.74,79.16,79.8,1918800
BEEM,20231207,5.23,5.3472,5.01,5.03,193200
BEEZ,20231207,26.9465,26.9465,26.9465,26.9465,0
BELFB,20231207,55.01,55.4,54.17,55.3,72500
BENF,20231207,0.45,0.45,0.3801,0.3999,279600
BETR,20231207,0.4469,0.4529,0.425,0.425,1529200
BETRW,20231207,0.06,0.1099,0.06,0.1099,800
BETS,20231207,0.0238,0.0243,0.0193,0.0193,584828600
BFC,20231207,86.01,87.76,85.5,87.76,18500
BFI,20231207,1.03,1.03,0.9602,0.975,139800
BFIIW,20231207,0.04,0.0501,0.04,0.0451,42900
BFIN,20231207,9.03,9.13,9.01,9.05,37800
BFIT,20231207,22.57,22.5999,22.52,22.5999,1900
BFRG,20231207,2.51,2.63,2.3657,2.54,76200
BFRGW,20231207,0.65,0.6559,0.6001,0.6006,12900
BFRI,20231207,3.555,3.6,3.17,3.325,12100
BFST,20231207,21.41,21.86,21.15,21.86,32000
BGC,20231207,6.38,6.41,6.22,6.23,1717700
