<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
ACHV,20231213,3.17,3.38,3.17,3.32,331700
ACIC,20231213,8.58,8.85,8.5,8.79,235700
ACIU,20231213,3.62,3.75,3.56,3.61,63300
ACIW,20231213,28.29,29.33,28.1084,29.24,652900
ACLS,20231213,126.58,131.59,124.42,131.5,708300
ACLX,20231213,48.29,50.75,48.12,50.52,929200
ACMR,20231213,17,17.7,16.76,17.67,761300
ACNB,20231213,40.05,41.99,39.33,41.61,31600
ACNT,20231213,7.55,7.77,7.27,7.51,45600
ACON,20231213,0.24,0.24,0.2174,0.2343,52500
ACOR,20231213,12.8,13.5,12.8,13.38,11200
ACRS,20231213,1,1.1,0.99,1.09,2564700
ACRV,20231213,4.78,5.29,4.7,5.2,38900
ACRX,20231213,0.684,0.739,0.684,0.7037,62900
ACST,20231213,2.13,2.18,2.09,2.12,9400
ACT,20231213,27.67,28.45,27.67,28.32,452000
ACTG,20231213,3.74,3.87,3.735,3.85,208000
ACVA,20231213,13.48,14.72,13.41,14.54,1459300
ACWI,20231213,99.47,100.8,99.18,100.75,6968900
ACWX,20231213,49.63,50.38,49.395,50.37,2154700
ACXP,20231213,3.24,3.59,3.24,3.47,155800
ADAG,20231213,1.76,1.765,1.66,1.75,15400
ADAP,20231213,0.5,0.51,0.482,0.5088,396300
ADBE,20231213,630.41,632.45,618.03,624.26,6188800
ADD,20231213,0.3114,0.32,0.281,0.29,26700
ADEA,20231213,10.35,10.68,10.07,10.68,727400
ADES,20231213,2.71,2.7608,2.6047,2.68,111200
ADI,20231213,191.41,193.09,189.66,192.27,3701800
ADIL,20231213,1.71,1.84,1.6,1.79,107100
ADMA,20231213,3.74,4.01,3.73,4.01,2672400
ADN,20231213,0.3034,0.3099,0.295,0.2992,716800
ADNWW,20231213,0.031,0.0348,0.029,0.03,42600
ADOCR,20231213,0.0753,0.0753,0.07,0.07,1500
ADOCW,20231213,0.0073,0.0073,0.0073,0.0073,100
ADP,20231213,237.27,239.26,235.57,239.22,1579800
ADPT,20231213,4.42,5.015,4.3112,4.96,1806700
ADSE,20231213,6.77,7,6.73,7,16200
ADSEW,20231213,0.7737,0.7737,0.7737,0.7737,100
ADSK,20231213,228.99,235,227.9,234.91,2051400
ADTH,20231213,1.27,1.35,1.27,1.32,81900
ADTHW,20231213,0.045,0.045,0.04,0.0418,700
ADTN,20231213,6.2,6.59,6.13,6.55,1885700
ADTX,20231213,5.08,6.38,4.72,6.29,1929900
ADUS,20231213,94.33,96.9,93.81,96.86,69900
ADV,20231213,3.19,3.36,3.17,3.23,2028400
ADVM,20231213,0.81,0.87,0.78,0.84,466200
ADXN,20231213,5.52,5.63,5.4,5.4,3900
AEAE,20231213,10.898,10.898,10.898,10.898,100
AEAEW,20231213,0.0364,0.0391,0.0361,0.0361,6100
AEHL,20231213,2.18,2.2622,2.03,2.2399,9300
AEHR,20231213,25.28,27.3,24.89,26.87,887100
AEI,20231213,0.78,0.8115,0.7101,0.799,119300
AEIS,20231213,99.73,105.39,97.12,104.88,476600
AEMD,20231213,1.77,1.78,1.72,1.77,8300
AENT,20231213,0.824,0.824,0.787,0.8239,1600
AENTW,20231213,0.006,0.01,0.006,0.01,1000
AEP,20231213,80.2,83.69,79.85,83.57,4082100
AERT,20231213,2.45,2.58,2.45,2.54,22700
AEY,20231213,2.57,2.5704,2.3669,2.4,10900
AEYE,20231213,4.2,4.3999,4.1801,4.28,48200
AEZS,20231213,2.09,2.2,2.03,2.16,12100
AFAR,20231213,10.85,10.86,10.85,10.86,18000
AFARU,20231213,10.94,10.94,10.94,10.94,200
AFARW,20231213,0.0153,0.0165,0.012,0.012,133400
AFBI,20231213,15.08,15.25,15,15,3800
AFCG,20231213,11.89,12.33,11.72,12.32,113200
AFIB,20231213,0.19,0.2,0.19,0.2,278200
AFJKU,20231213,10.16,10.16,10.1558,10.1558,500
AFMD,20231213,0.35,0.41,0.35,0.41,3391700
AFRI,20231213,10.94,11.59,10.94,11.38,5900
AFRIW,20231213,1.5,1.52,1.5,1.52,2300
AFRM,20231213,39.9,44.72,38.71,44.4,30974500
AFYA,20231213,20.95,21.31,20.88,21.3,169100
AGAE,20231213,1.08,1.4,1.08,1.4,498900
AGBA,20231213,0.4,0.4,0.37,0.37,53400
AGBAW,20231213,0.0106,0.0106,0.0106,0.0106,100
AGEN,20231213,0.79,0.83,0.77,0.82,21353600
AGFY,20231213,1.36,1.37,1.09,1.2,35600
AGIO,20231213,22.14,22.84,21.79,22.76,639400
AGMH,20231213,1.75,1.75,1.55,1.63,2200
AGNC,20231213,8.98,9.42,8.94,9.37,22121600
AGNCL,20231213,21.87,22.39,21.78,21.78,44400
AGNCM,20231213,23.65,23.85,23.64,23.84,14600
AGNCN,20231213,25.35,25.48,25.3104,25.415,38300
AGNCO,20231213,23.22,23.5,23.22,23.29,36600
AGNCP,20231213,21.72,21.94,21.682,21.89,100700
AGNG,20231213,27.44,28,27.06,28,1800
AGRI,20231213,0.5669,0.58,0.5133,0.551,233000
AGRIW,20231213,0.0036,0.0059,0.0036,0.0059,1600
AGRX,20231213,2.14,2.14,2,2.12,39600
AGYS,20231213,80.15,82.45,79.2,81.84,156300
AGZD,20231213,22.01,22.13,21.94,21.98,76100
AHCO,20231213,8.11,8.49,7.67,8.47,2414600
AHG,20231213,0.63,0.63,0.53,0.57,19200
AHI,20231213,1.87,1.95,1.87,1.87,17200
AIA,20231213,55.88,56.76,55.39,56.76,136100
AIB,20231213,11.28,11.48,11.28,11.48,17200
AIH,20231213,0.5893,0.5893,0.4825,0.5324,9300
AIHS,20231213,0.4672,0.49,0.399,0.4525,51800
AIMD,20231213,0.565,0.5675,0.539,0.539,16400
AIP,20231213,5.88,6.16,5.74,6.11,116900
AIQ,20231213,30.19,30.52,29.98,30.46,433100
AIRE,20231213,2.3,2.3,2,2.28,372200
AIRG,20231213,3.34,3.48,3.31,3.38,14900
AIRL,20231213,24.6,25.3193,24.6,25.3193,200
AIRR,20231213,54.39,56.1986,53.9201,56.17,88000
AIRS,20231213,6.23,6.63,5.84,6.57,88800
AIRT,20231213,16.35,16.885,16.25,16.46,4100
AIRTP,20231213,16.5,16.75,16.5,16.71,3700
AITRU,20231213,10.2097,10.2097,10.2097,10.2097,200
AIXI,20231213,2.39,2.6,2.39,2.6,87000
AKAM,20231213,115.66,117.51,115.26,117.5,1702000
AKAN,20231213,0.4689,0.4689,0.441,0.46,18400
AKBA,20231213,1.09,1.13,1.07,1.11,1044500
AKLI,20231213,0.4284,0.4284,0.3835,0.392,30900
AKRO,20231213,19.57,20.5,19.23,20.34,1290400
AKTS,20231213,0.5556,0.6293,0.5405,0.625,488600
AKTX,20231213,2.92,2.92,2.91,2.91,2500
AKYA,20231213,4.27,4.41,4.17,4.38,219200
ALAR,20231213,4.66,4.66,4.2,4.48,40100
ALBT,20231213,0.4499,0.49,0.4,0.489,13300
ALCO,20231213,29.98,30.82,29.89,30.56,66400
ALCY,20231213,10.41,10.41,10.41,10.41,5000
ALDX,20231213,2.86,3.08,2.73,3.08,1256000
ALEC,20231213,6.64,6.99,6.44,6.9,875500
ALGM,20231213,27.36,29.44,27.28,29.28,2232400
ALGN,20231213,218.15,231.54,217.32,231.36,1126900
ALGS,20231213,0.585,0.6,0.565,0.585,213100
ALGT,20231213,74.78,78.17,72.1,77.71,409100
ALHC,20231213,8.41,8.58,7.99,8.49,563900
ALIM,20231213,3.88,4.09,3.73,3.78,121400
ALKS,20231213,26.5,27.48,26.5,27.42,2748900
ALKT,20231213,22.77,23.25,22.33,23.14,395400
ALLK,20231213,2.91,3.18,2.88,3.18,839600
ALLO,20231213,2.36,2.6,2.27,2.57,3799200
ALLR,20231213,0.49,0.57,0.49,0.57,947200
ALLT,20231213,1.41,1.49,1.365,1.45,108900
ALNT,20231213,27.77,29.06,27.09,29,85500
ALNY,20231213,173.63,180.96,173.05,180.52,787100
ALOT,20231213,14.84,15.38,14.84,15.16,21000
ALPN,20231213,17.29,18.98,17.15,18.81,1115600
ALPP,20231213,0.74,0.74,0.69,0.71,79700
ALRM,20231213,57.85,60.26,57.6,59.89,265700
ALRN,20231213,2.58,2.58,2.42,2.49,27700
ALRS,20231213,19.31,20.96,19.31,20.87,136900
ALSA,20231213,11.185,11.185,11.18,11.18,13700
ALSAR,20231213,0.07,0.07,0.07,0.07,200
ALSAW,20231213,0.005,0.005,0.005,0.005,3200
ALT,20231213,5.95,6.53,5.56,6.52,14436100
ALTI,20231213,7.73,7.89,7.48,7.88,40700
ALTO,20231213,2.64,2.74,2.61,2.72,1157200
ALTR,20231213,73.83,74.5,72.33,73.46,426600
ALTU,20231213,10.263,10.263,10.25,10.25,6900
ALTY,20231213,11.16,11.31,11.05,11.25,17400
ALVO,20231213,9.33,9.6,9.33,9.56,5700
ALVR,20231213,2.15,2.24,1.98,2.22,1452400
ALXO,20231213,12.93,13.44,12.66,13.3,621300
ALYA,20231213,1,1.06,0.98,1.06,32800
ALZN,20231213,1,1.03,0.96,1.03,47700
AMAL,20231213,24.87,25.94,24.8,25.59,241900
AMAM,20231213,13.37,13.68,12.04,13.26,2057300
AMAT,20231213,157.03,158.38,154.63,156.99,5561600
AMBA,20231213,61,62.2,59.76,61.8,701800
AMCX,20231213,17.13,18.38,16.66,18.34,744700
AMD,20231213,137.97,139.24,136.03,138.19,70651000
AMDS,20231213,18.671,18.94,18.67,18.7573,3100
AMED,20231213,94.62,95.1,94.41,95.03,592900
AMEH,20231213,33.74,35.4,33.24,35.39,281900
AMGN,20231213,274.16,281.85,273.31,281.62,2379900
AMID,20231213,28.8546,29.4152,28.8546,29.4152,700
AMKR,20231213,30.83,31.72,30.54,31.71,1249900
AMLI,20231213,1.08,1.12,1.07,1.11,320500
AMLX,20231213,14.52,14.87,14.05,14.72,1000000
AMNB,20231213,44.47,46.76,43.86,46.43,52800
AMPG,20231213,1.71,1.74,1.67,1.67,7300
AMPH,20231213,59.14,62.15,58.64,61.73,877200
AMPL,20231213,11.48,12.27,11.47,12.14,625500
AMRK,20231213,28,30.06,27.77,30.06,321800
AMRN,20231213,0.77,0.8674,0.77,0.85,1421000
AMSC,20231213,10.46,10.99,10.4,10.92,587500
AMSF,20231213,47.84,48.28,47.44,47.99,285700
AMST,20231213,1.94,1.94,1.74,1.81,24800
AMSWA,20231213,10.14,10.51,10.07,10.5,216700
AMTI,20231213,0.1695,0.1875,0.16,0.18,305500
AMTX,20231213,4.56,4.66,4.4,4.62,629800
AMWD,20231213,88.37,89.6,85.39,89.06,121900
AMZD,20231213,18.01,18.16,17.93,17.93,22600
AMZN,20231213,148.12,149.46,146.82,148.84,52764900
AMZU,20231213,26.46,26.8,26.13,26.65,219200
ANAB,20231213,17.21,18.56,16.97,18.27,471800
ANDE,20231213,52.85,54.23,51.91,54.17,228700
ANEB,20231213,2.17,2.17,2.14,2.14,2300
ANGH,20231213,0.86,0.96,0.82,0.94,162700
ANGHW,20231213,0.0966,0.0974,0.0966,0.0974,200
ANGI,20231213,2.37,2.45,2.31,2.44,809600
ANGL,20231213,28.4,28.75,28.36,28.73,1677200
ANGO,20231213,7.03,7.36,6.93,7.34,442300
ANIK,20231213,21.58,22.52,21.3,22.51,80500
ANIP,20231213,51.89,52.69,51.24,52.59,233400
ANIX,20231213,4.1,4.11,3.8,3.91,266000
ANL,20231213,10.34,10.35,10.01,10.01,4100
ANNX,20231213,2.43,2.68,2.34,2.63,204200
ANSCU,20231213,10.09,10.14,10.09,10.14,12800
ANSS,20231213,297.91,298.77,290.93,297.06,647900
ANTE,20231213,0.757,0.768,0.706,0.768,1600
ANTX,20231213,19.66,20.4,19.22,20.39,63900
ANY,20231213,1.16,1.47,1.05,1.42,2516900
AOGOW,20231213,0.01,0.01,0.01,0.01,3600
AONC,20231213,6.11,6.46,6.03,6.42,7800
AONCW,20231213,0.2475,0.2625,0.2475,0.2625,20000
AOSL,20231213,23.26,24.44,23.08,24.4,151100
AOTG,20231213,32.8888,32.8888,32.8888,32.8888,100
AOUT,20231213,7.19,7.7,7.19,7.67,76700
APA,20231213,34.29,34.87,33.76,34.85,5054000
APAC,20231213,11.39,11.39,11.39,11.39,800
APACU,20231213,10.955,10.955,10.955,10.955,100
APACW,20231213,0.018,0.0244,0.015,0.0212,40500
APCX,20231213,1.45,1.51,1.4,1.43,55600
APCXW,20231213,0.28,0.364,0.2799,0.35,32900
APDN,20231213,0.61,0.79,0.6,0.76,255700
APEI,20231213,9.44,9.9,9.37,9.7,118800
APGE,20231213,21.33,22.29,21.16,22.13,182400
API,20231213,2.5,2.6,2.49,2.59,458000
APLD,20231213,5.88,6.2,5.72,6.19,4860400
APLM,20231213,0.77,0.78,0.75,0.78,267800
APLMW,20231213,0.0325,0.04,0.0325,0.0379,54800
APLS,20231213,61.81,62.94,59.89,62.88,1865500
APLT,20231213,3.12,3.3,2.94,3,770600
APM,20231213,2.035,2.1501,2.035,2.1301,4600
APOG,20231213,48.91,49.98,48.03,49.73,134500
APP,20231213,36.37,38.03,36.33,37.93,3158200
APPF,20231213,180.42,183.53,177.38,183.33,188400
APPN,20231213,35.78,36.89,34.54,36.85,674100
APPS,20231213,6.39,6.84,6.17,6.79,2929500
APRE,20231213,3.92,4.12,3.9095,3.92,5200
APTM,20231213,10.66,10.665,10.66,10.66,3100
APTO,20231213,2.43,2.53,2.31,2.34,53900
APVO,20231213,0.18,0.19,0.17,0.175,316100
APWC,20231213,1.34,1.3496,1.2852,1.3496,1100
APXI,20231213,11.11,11.11,11.11,11.11,5100
APYX,20231213,2.2,2.43,2.15,2.27,105000
AQB,20231213,2.18,2.44,1.9,2.13,91500
AQMS,20231213,0.83,0.93,0.8,0.9,287100
AQST,20231213,2.02,2.13,2.01,2.08,550400
AQUNR,20231213,0.2413,0.2413,0.22,0.22,6400
AQWA,20231213,15.92,16.17,15.9006,16.17,1900
ARAV,20231213,0.1237,0.1477,0.1171,0.1405,5148100
ARAY,20231213,2.63,2.75,2.61,2.73,407400
ARBB,20231213,0.891,0.937,0.81,0.814,17800
ARBE,20231213,1.83,1.84,1.78,1.83,28900
ARBEW,20231213,0.1556,0.16,0.1541,0.1598,9100
ARBK,20231213,1.57,1.84,1.55,1.815,518200
ARBKL,20231213,10.03,10.3,9.95,10.22,15700
ARCB,20231213,108.58,110.07,105.68,109.74,281300
ARCC,20231213,20.12,20.21,19.99,20.21,9989100
ARCT,20231213,24.58,26.33,24,25.95,570700
ARDX,20231213,5.27,5.49,5.25,5.48,6962400
AREB,20231213,0.3398,0.346,0.322,0.322,72100
AREBW,20231213,0.011,0.011,0.011,0.011,1000
AREC,20231213,1.43,1.48,1.41,1.45,162300
ARGX,20231213,455.84,461.71,453.23,461.47,420900
ARHS,20231213,9.5,9.94,9.26,9.94,864100
ARIZ,20231213,10.805,10.805,10.805,10.805,100
ARIZR,20231213,0.095,0.095,0.095,0.095,27800
ARIZW,20231213,0.015,0.0155,0.015,0.0155,15100
ARKO,20231213,7.72,8,7.67,8,435900
ARKOW,20231213,0.9101,1.0701,0.9101,1.07,4300
ARKR,20231213,15.33,15.5,15.2247,15.41,4600
ARLP,20231213,18.8,18.88,18.45,18.54,866200
ARM,20231213,65.41,66.5,62.75,65.61,7023900
AROW,20231213,27.45,28.98,27.25,28.47,73400
ARQQ,20231213,0.47,0.48,0.44,0.48,658300
ARQQW,20231213,0.08,0.0801,0.08,0.08,6700
ARQT,20231213,2.05,2.39,2,2.38,3062800
ARRW,20231213,10.5,10.51,10.5,10.51,242800
ARRWW,20231213,0.0496,0.1039,0.0496,0.0801,265600
ARRY,20231213,16.56,18.5,16.42,18.45,7113600
ARTL,20231213,1.4,1.4,1.31,1.4,27300
ARTNA,20231213,42.25,44.2,42.25,44.17,57200
ARTW,20231213,1.98,2.1,1.98,2.01,900
ARVL,20231213,1.17,1.27,1.15,1.26,60000
ARVN,20231213,32.54,34.39,31.72,33.97,1347200
ARVR,20231213,34.2418,34.2418,34.2418,34.2418,100
ARWR,20231213,24.63,26.93,24.54,26.9,1672800
ARYD,20231213,10.89,10.89,10.89,10.89,100
ASCA,20231213,10.9,10.9,10.89,10.9,20300
ASCB,20231213,10.85,10.85,10.82,10.82,65200
ASET,20231213,29.59,30.2717,29.59,30.2717,2000
ASLE,20231213,14.47,14.79,14.25,14.78,317300
ASLN,20231213,0.48,0.48,0.43,0.45,195400
ASMB,20231213,0.732,0.781,0.72,0.781,272500
ASML,20231213,724.65,738.68,720.74,735.29,1037200
ASND,20231213,110.24,118.23,109.96,117.69,1317700
ASNS,20231213,1.11,1.13,1.1,1.12,17600
ASO,20231213,56.55,58.43,55.76,58.29,1479400
ASPI,20231213,1.9,1.91,1.7,1.72,439400
ASPS,20231213,3.81,3.91,3.76,3.82,98300
ASRT,20231213,1.05,1.12,1.03,1.12,1463800
ASRV,20231213,2.91,3,2.91,2.99,7300
ASST,20231213,0.46,0.54,0.4,0.42,125500
ASTC,20231213,7.68,7.83,7.66,7.66,2900
ASTE,20231213,33.21,34.91,33.06,34.62,183800
ASTI,20231213,0.8,0.8799,0.8,0.816,55600
ASTL,20231213,8.06,8.48,7.99,8.42,1550700
ASTLW,20231213,1.12,1.1999,1.1,1.16,18000
ASTR,20231213,1.3,1.33,1.24,1.3,217100
ASTS,20231213,5.14,5.26,5.01,5.24,1721400
ASTSW,20231213,1.19,1.25,1.19,1.25,5200
ASUR,20231213,7.6,7.9,7.54,7.86,327200
ASYS,20231213,6.05,6.21,5.95,5.99,613000
ATAI,20231213,1.12,1.22,1.11,1.21,793700
ATAK,20231213,10.6,10.6,10.6,10.6,700
ATAKR,20231213,0.17,0.173,0.16,0.16,296200
ATAKU,20231213,10.15,10.15,10.15,10.15,400
ATAKW,20231213,0.01,0.01,0.01,0.01,271000
ATAT,20231213,16.56,17.1,16.5,17.06,519500
ATCOL,20231213,23.9,23.9,23.6813,23.725,1800
ATEC,20231213,12.6,13.47,12.55,13.4,1789700
ATER,20231213,0.29,0.3,0.286,0.2899,571100
ATEX,20231213,35.35,35.81,34.7,35.51,136900
ATGL,20231213,12.43,12.6,11,11.97,34800
ATHA,20231213,2.1,2.28,2.05,2.25,300800
ATHE,20231213,2.5,2.8,2.5,2.68,246200
ATIF,20231213,0.9913,1,0.9913,0.9913,1300
ATLC,20231213,31.45,33.37,30.78,32.73,34900
ATLCL,20231213,23.25,23.25,22.46,22.51,8600
ATLCP,20231213,22.0142,22.19,21.64,22.176,5000
ATLO,20231213,19.5,21.25,19.4,20.95,44400
ATLX,20231213,25.44,26.2,24.67,26.01,55600
ATMCR,20231213,0.0948,0.11,0.0948,0.11,38700
ATMVR,20231213,0.12,0.12,0.12,0.12,56100
ATMVU,20231213,10.78,10.78,10.78,10.78,100
ATNF,20231213,0.1888,0.2561,0.188,0.201,3912000
ATNFW,20231213,0.01,0.01,0.01,0.01,62100
ATNI,20231213,33,34.13,32.22,33.71,134000
ATOM,20231213,6.87,7.08,6.65,7.06,179400
ATOS,20231213,0.7,0.747,0.7,0.7372,242700
ATPC,20231213,0.71,0.71,0.69,0.69,6700
ATRA,20231213,0.6337,0.694,0.6231,0.678,2403500
ATRC,20231213,34.23,35.82,33.4,34.77,688300
ATRI,20231213,350,351.23,345.15,348.6,20900
ATRO,20231213,15.72,16.29,15.58,16.06,229200
ATSG,20231213,15.52,15.9,15.04,15.82,680500
ATXG,20231213,1.1992,1.26,1.1819,1.23,15000
ATXI,20231213,0.152,0.153,0.1378,0.1423,939600
ATXS,20231213,5.36,6.02,5.22,5.86,654800
AUBN,20231213,20.19,20.19,19.1,19.72,8100
AUDC,20231213,11.31,11.71,11.22,11.62,148200
AUGX,20231213,5.52,5.8,5.32,5.48,343100
AUID,20231213,9.4238,9.45,8.5733,9.11,19200
AUMI,20231213,24.84,26.3,24.84,26.2658,37600
AUPH,20231213,8.56,8.76,8.27,8.75,1820500
AUR,20231213,2.9,3.16,2.83,3.14,9408100
AURA,20231213,8.28,8.72,8.24,8.67,200700
AUROW,20231213,0.3,0.3,0.27,0.28,91800
AUTL,20231213,4.8,4.93,4.61,4.85,1742800
AUUD,20231213,0.2401,0.26,0.2401,0.254,15000
AUVI,20231213,2.19,2.21,1.83,1.86,2405100
AUVIP,20231213,2.45,2.45,2.11,2.1101,3100
AVAH,20231213,2.2,2.33,2.18,2.3,238900
AVAV,20231213,126.05,127.86,125.02,126.9,395800
AVDL,20231213,14.35,14.59,14.17,14.33,901500
AVDX,20231213,11.14,11.61,11.02,11.5,2421400
AVGO,20231213,1068,1099.78,1062.54,1089.69,7165300
AVGR,20231213,3.06,3.09,2.87,2.98,8200
AVHI,20231213,10.85,10.85,10.83,10.83,18200
AVIR,20231213,2.97,3.17,2.94,3.12,599400
AVNW,20231213,32.13,33.0629,31.72,32.85,82000
AVO,20231213,9.15,9.68,9.15,9.65,174200
AVPT,20231213,8.2,8.33,8.18,8.32,705800
AVPTW,20231213,1.38,1.39,1.35,1.39,84900
AVRO,20231213,1.34,1.38,1.32,1.34,93600
AVT,20231213,47.9,48.24,47.1,48.16,499800
AVTE,20231213,16.74,19.5,16.74,19.14,123900
AVTX,20231213,0.0335,0.0789,0.0335,0.059,277978200
AVXL,20231213,7.9,8.45,7.84,8.45,1138500
AWH,20231213,3.15,3.17,2.82,2.82,52700
AWIN,20231213,0.1222,0.13,0.122,0.1288,215700
AWINW,20231213,0.0099,0.0099,0.0098,0.0099,5700
AWRE,20231213,1.51,1.62,1.51,1.56,20900
AXDX,20231213,4.39,4.68,4.39,4.46,11300
AXGN,20231213,7.48,7.81,7.26,7.76,1954100
AXNX,20231213,56.13,58.1,55.69,58.06,486800
AXON,20231213,242.12,248.1,240.49,248.06,401900
AXSM,20231213,71.74,74.52,70.45,74.44,741400
AXTI,20231213,2.3,2.32,2.2,2.28,155700
AY,20231213,19.64,20.84,19.53,20.75,630700
AYRO,20231213,2.07,2.09,1.9,2.08,27800
AYTU,20231213,2.34,2.69,2.34,2.65,23200
AZ,20231213,1.2,1.28,1.17,1.2,71600
AZN,20231213,65.72,65.9,64.91,65.9,5831000
AZPN,20231213,198.49,202.58,196.41,202.35,152600
AZTA,20231213,58.55,60.65,56.96,60.46,555700
BABX,20231213,13.4,13.59,13.13,13.59,81200
BACK,20231213,1.69,1.69,1.31,1.31,67800
BAER,20231213,5.61,5.86,5.6,5.61,36500
BAFN,20231213,11.44,12.1,11.44,11.8,1600
BAND,20231213,11.23,12.08,11.01,12.05,322800
BANF,20231213,90.04,95.24,89.89,95.19,95900
BANFP,20231213,25.75,25.75,25.61,25.61,1400
BANL,20231213,1.36,1.41,1.34,1.37,14000
BANR,20231213,49.71,52.66,49.39,52.39,256900
BANX,20231213,17.75,17.79,17.578,17.75,35500
BAOS,20231213,4.05,4.05,3.9834,3.9834,3000
BASE,20231213,21.59,21.79,21.23,21.78,781300
BATRA,20231213,42.43,43.42,41.69,41.69,126300
BATRK,20231213,37.76,38.54,37.37,38.49,289100
BBCP,20231213,7.77,8.12,7.75,8.12,69400
BBGI,20231213,0.75,0.75,0.7202,0.725,15000
BBH,20231213,157.4,162.86,157.4,162.86,7200
BBIO,20231213,33.4,35.26,32.89,35.2,1618200
BBLG,20231213,0.41,0.44,0.41,0.42,112300
BBLGW,20231213,0.95,0.99,0.95,0.99,600
BBSI,20231213,112.63,114.61,112.25,113.75,56400
BCAB,20231213,1.79,2.19,1.68,2.12,877500
BCAL,20231213,15.72,16.8,15.69,16.8,189900
BCAN,20231213,0.7,0.7105,0.6506,0.661,8600
BCBP,20231213,11.77,12.46,11.77,12.22,171300
BCDA,20231213,0.52,0.59,0.51,0.54,259000
BCEL,20231213,0.23,0.2457,0.222,0.2457,494200
BCLI,20231213,0.17,0.21,0.17,0.21,2597500
BCML,20231213,21.92,22.63,21.63,22.33,26500
BCOV,20231213,2.29,2.29,2.1,2.24,3368300
BCOW,20231213,6.25,6.32,6.24,6.26,15900
BCPC,20231213,135.08,140.57,135,140.13,156700
BCRX,20231213,5.93,6.3,5.72,6.3,7369400
BCSA,20231213,10.91,10.91,10.87,10.87,7000
BCSAW,20231213,0.0201,0.0207,0.0151,0.0163,3400
BCTX,20231213,4.15,4.3,3.71,4.09,131100
BCTXW,20231213,1.4,1.75,1.19,1.5,14000
BCYC,20231213,16.5,16.82,16.1,16.47,1216500
BDGS,20231213,27.08,27.1,27.03,27.1,9500
BDRX,20231213,2.7,2.88,2.7,2.86,61200
BDSX,20231213,1.59,1.65,1.54,1.58,53000
BDTX,20231213,2.84,2.94,2.41,2.62,738900
BEAM,20231213,25.73,28.37,25.08,28.28,1523800
BEAT,20231213,1.26,1.29,1.18,1.21,58400
BECN,20231213,81,82.19,79.94,81.91,595100
BEEM,20231213,5.48,6,5.44,5.99,184000
BEEMW,20231213,1.98,1.98,1.65,1.67,5700
BEEZ,20231213,27.5541,27.9741,27.5541,27.9741,2900
BELFA,20231213,59.79,60.91,59.79,60.14,1900
BELFB,20231213,61.42,62.78,59.81,62.3,196500
