<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
ACHL,20231208,0.91,0.9752,0.89,0.94,278600
ACHV,20231208,5.5,5.6,5.36,5.51,30300
ACIC,20231208,8.48,8.72,8.42,8.69,242900
ACIU,20231208,3.62,3.7,3.4864,3.69,52400
ACIW,20231208,27.28,27.87,27.28,27.83,487500
ACLS,20231208,122.21,124.41,121.35,122.69,1394800
ACLX,20231208,57.89,59.085,56.19,56.22,1293400
ACMR,20231208,16.23,16.2786,15.87,16,456900
ACNB,20231208,40.13,40.36,39.55,39.8,11300
ACNT,20231208,7.91,8.07,7.88,8.03,17900
ACON,20231208,0.2436,0.2436,0.2111,0.22,28600
ACOR,20231208,12.82,13.4,12.01,12.2659,11600
ACRS,20231208,1.01,1.04,0.9755,1.01,2095900
ACRV,20231208,5.31,5.415,4.82,5.03,22200
ACRX,20231208,0.75,0.78,0.7286,0.7286,55600
ACST,20231208,2.34,2.34,2.22,2.3,7400
ACT,20231208,27.33,27.63,27.12,27.54,197500
ACTG,20231208,3.78,3.795,3.73,3.78,93400
ACVA,20231208,14.25,14.5,14.08,14.35,1537800
ACWI,20231208,98.13,98.82,98.13,98.71,2459700
ACWX,20231208,49.23,49.5525,49.22,49.48,2454500
ACXP,20231208,4.37,4.655,3.93,4,345300
ADAG,20231208,1.83,1.9,1.78,1.88,26500
ADAP,20231208,0.5317,0.5605,0.53,0.5449,263700
ADBE,20231208,605,610.23,601.3,610.01,2499600
ADD,20231208,0.3005,0.3005,0.2905,0.2912,73900
ADEA,20231208,9.64,9.91,9.621,9.89,270300
ADES,20231208,2.7,2.7,2.66,2.69,18900
ADI,20231208,184.25,186.3,183.81,184.88,2404100
ADIL,20231208,2.07,2.2191,1.85,2.03,236200
ADMA,20231208,3.75,3.77,3.7,3.71,1100200
ADN,20231208,0.32,0.336,0.313,0.3181,352300
ADNWW,20231208,0.033,0.037,0.0307,0.036,27100
ADP,20231208,229.19,232.585,228.27,229.27,1772400
ADPT,20231208,4.63,4.74,4.5,4.71,1000300
ADSE,20231208,6.95,6.95,6.81,6.95,48200
ADSEW,20231208,0.74,0.75,0.675,0.75,3300
ADSK,20231208,222.07,225.31,221.895,224.01,1073700
ADTH,20231208,1.28,1.34,1.2701,1.34,56300
ADTHW,20231208,0.04,0.04,0.04,0.04,1000
ADTN,20231208,6.11,6.24,6.03,6.11,1393900
ADTX,20231208,3.57,3.7536,3.42,3.43,191200
ADUS,20231208,89.27,91.87,87.7501,91.73,90900
ADV,20231208,3.06,3.2745,3.04,3.26,872600
ADVM,20231208,1.02,1.04,0.88,0.9001,408400
ADVWW,20231208,0.1125,0.1125,0.105,0.105,60600
ADXN,20231208,5.41,5.68,5.35,5.4,3000
AEAE,20231208,10.76,10.85,10.76,10.85,8300
AEHL,20231208,2.5,2.5003,2.5,2.5002,1500
AEHR,20231208,24.73,26.0215,24.6,25.89,796600
AEI,20231208,1,1.03,0.9601,0.9602,44600
AEIS,20231208,98.69,100.24,96.21,96.32,451600
AEMD,20231208,2.05,2.2199,2.0001,2.02,28100
AENT,20231208,0.8962,0.9899,0.7808,0.95,32400
AEP,20231208,80.12,80.44,79.23,79.64,2708000
AERT,20231208,2.44,2.51,2.3019,2.4,17300
AERTW,20231208,0.0703,0.075,0.0703,0.075,600
AEY,20231208,3.1,3.2,3.09,3.09,3900
AEYE,20231208,4.3387,4.4843,4.21,4.3,18000
AEZS,20231208,2.29,2.4154,2.1702,2.2,21300
AFAR,20231208,10.85,10.85,10.85,10.85,5100
AFARW,20231208,0.0154,0.0156,0.0152,0.0152,49900
AFBI,20231208,14.88,15.01,14.88,14.99,4400
AFCG,20231208,12.2,12.41,12.2,12.29,101600
AFIB,20231208,0.2194,0.2405,0.1874,0.2078,572800
AFJKU,20231208,10.17,10.17,10.1501,10.16,50800
AFMD,20231208,0.415,0.425,0.365,0.42,1633500
AFRI,20231208,11.39,11.39,11.23,11.23,2200
AFRIW,20231208,1.51,1.58,1.48,1.58,1200
AFRM,20231208,39.28,42.42,38.61,42.07,27539000
AFYA,20231208,21.63,21.755,21.28,21.36,300600
AGAE,20231208,0.95,0.9699,0.95,0.9649,19200
AGBA,20231208,0.4505,0.4536,0.4112,0.4338,66500
AGEN,20231208,0.8034,0.8102,0.7422,0.7465,7171400
AGFY,20231208,1.539,1.5951,1.41,1.41,13200
AGIO,20231208,23.05,23.135,22.01,22.05,392100
AGMH,20231208,1.67,1.75,1.65,1.68,7200
AGNC,20231208,8.9,9.07,8.87,9.01,10045900
AGNCL,20231208,21.78,21.86,21.62,21.76,39900
AGNCM,20231208,23.68,23.7,23.6501,23.68,9500
AGNCN,20231208,25.17,25.25,25.17,25.22,42300
AGNCO,20231208,23.32,23.48,23.03,23.23,37200
AGNCP,20231208,21.82,21.92,21.7801,21.8,24300
AGNG,20231208,26.97,27.07,26.95,27.07,1200
AGRI,20231208,0.66,0.667,0.551,0.59,479200
AGRIW,20231208,0.0041,0.0041,0.0041,0.0041,1000
AGRX,20231208,2.35,2.415,2.25,2.3,33000
AGYS,20231208,84.3,85.22,83.34,84.07,97300
AGZD,20231208,21.89,21.95,21.82,21.95,25800
AHCO,20231208,8.17,8.31,7.935,8.28,772200
AHG,20231208,0.8,0.825,0.76,0.78,16000
AHI,20231208,2.02,2.02,1.895,1.92,17900
AIA,20231208,55.7,55.95,55.61,55.77,28700
AIB,20231208,11.76,11.76,11.73,11.73,2200
AIBBR,20231208,0.09,0.1506,0.09,0.1506,3500
AIH,20231208,0.6001,0.6001,0.6001,0.6001,100
AIHS,20231208,0.44,0.4568,0.3701,0.3901,109300
AIMBU,20231208,10.9,10.91,10.9,10.91,600
AIMD,20231208,0.59,0.59,0.571,0.589,19900
AIMDW,20231208,0.28,0.28,0.28,0.28,500
AIP,20231208,5.63,5.78,5.53,5.61,54300
AIQ,20231208,29.62,29.92,29.59,29.89,283500
AIRE,20231208,3.35,3.35,2.86,2.9,689900
AIRG,20231208,3.05,3.4,3.05,3.34,33200
AIRL,20231208,25.07,25.07,24.9763,24.9763,1000
AIRR,20231208,52.97,53.73,52.97,53.62,60300
AIRS,20231208,5.91,6.1,5.65,5.88,37900
AIRT,20231208,17.5162,17.5162,16.15,16.85,5600
AIRTP,20231208,16.51,16.51,16.5,16.5,1600
AIXI,20231208,2.2,2.29,2.13,2.22,46100
AKAM,20231208,114.37,114.92,114.01,114.41,1129600
AKAN,20231208,0.485,0.49,0.47,0.47,22500
AKBA,20231208,1.17,1.175,1.12,1.13,889300
AKLI,20231208,0.42,0.42,0.3841,0.41,24800
AKRO,20231208,19.62,20.04,19,19.87,1272700
AKTS,20231208,0.56,0.6033,0.5459,0.5581,532200
AKTX,20231208,3.159,3.2599,3.06,3.12,6700
AKYA,20231208,4.38,4.53,4.29,4.41,128100
ALAR,20231208,4.66,4.67,4.62,4.67,7600
ALBT,20231208,0.46,0.46,0.401,0.4078,24300
ALCO,20231208,29.99,29.99,29.35,29.9,30600
ALCY,20231208,10.42,10.44,10.41,10.42,105900
ALCYW,20231208,0.2101,0.22,0.2001,0.2001,800
ALDX,20231208,3.22,3.34,3.15,3.16,792800
ALEC,20231208,5.74,6.39,5.65,6.12,668300
ALGM,20231208,26.81,27.23,26.65,26.84,744300
ALGN,20231208,215.86,222.05,214.9,221.23,1341300
ALGS,20231208,0.68,0.715,0.5527,0.58,2633900
ALGT,20231208,75.05,75.69,73.17,75.11,438500
ALHC,20231208,7.91,8.15,7.875,8,513200
ALIM,20231208,3.6,3.9575,3.58,3.71,83700
ALKS,20231208,26.09,26.36,25.75,25.86,2265900
ALKT,20231208,22.39,22.57,21.92,22.49,487100
ALLK,20231208,3.04,3.17,2.96,3.11,927400
ALLO,20231208,2.64,2.66,2.45,2.47,2649500
ALLR,20231208,0.559,0.63,0.4619,0.5612,4978600
ALLT,20231208,1.31,1.3798,1.275,1.31,82900
ALNT,20231208,27.72,28.185,27.14,27.92,31700
ALNY,20231208,175.03,175.03,170,170.04,467300
ALOT,20231208,14.96,15.19,14.83,14.99,13500
ALPN,20231208,16.44,17.25,16.15,16.84,520300
ALPP,20231208,0.9136,0.92,0.8288,0.831,52800
ALRM,20231208,56.61,57.61,56.61,56.97,179200
ALRN,20231208,2.11,2.43,2.11,2.3,26500
ALRS,20231208,19.27,19.34,18.97,19.06,26600
ALSA,20231208,11.19,11.19,11.19,11.19,200
ALT,20231208,6.51,7.41,6.37,6.48,28143000
ALTI,20231208,8.18,8.74,8.04,8.16,93900
ALTO,20231208,2.57,2.655,2.565,2.63,612500
ALTR,20231208,70.32,71.9,70.23,71.35,219200
ALTU,20231208,10.4,10.43,10.35,10.42,5300
ALTUW,20231208,0.0304,0.0304,0.0301,0.0301,500
ALTY,20231208,11.19,11.19,11.0618,11.14,15800
ALVO,20231208,9.54,9.585,9.08,9.17,131600
ALVOW,20231208,1.85,1.92,1.85,1.85,1500
ALVR,20231208,2.32,2.395,2.2,2.35,1379100
ALXO,20231208,10.22,13.5,10.15,12.26,3850900
ALYA,20231208,1.02,1.03,1.01,1.03,62600
ALZN,20231208,1.11,1.1101,1.03,1.07,66300
AMAL,20231208,22.9,23.14,22.86,22.97,142500
AMAM,20231208,12.77,13.61,12.35,13.34,1271700
AMAT,20231208,147.42,148.81,145.99,147.72,4990100
AMBA,20231208,56.83,58.33,56.83,57.82,1412100
AMCX,20231208,17.32,18.62,17.32,17.92,330100
AMD,20231208,129.54,131,126.89,128.92,89341000
AMDS,20231208,20.06,20.345,20.058,20.1423,6500
AMED,20231208,93.8,94.17,93.41,93.7,236900
AMEH,20231208,33.05,33.74,32.64,33.38,118200
AMGN,20231208,271.17,271.97,268.82,269.12,2608200
AMID,20231208,28.4,28.4543,28.4,28.4543,700
AMKR,20231208,28.44,28.98,28.38,28.76,847100
AMLI,20231208,1.11,1.15,1.09,1.15,205400
AMLX,20231208,14.23,14.39,13.6,14,1290300
AMNB,20231208,44.28,45.52,44.03,45.19,18300
AMPG,20231208,1.7,1.7599,1.68,1.68,18000
AMPH,20231208,57.09,57.24,56.1,56.77,238500
AMPL,20231208,11.24,12.08,11.17,12.03,705400
AMRK,20231208,29.4,29.905,29.33,29.55,230100
AMRN,20231208,0.86,0.8699,0.83,0.8566,1305700
AMSC,20231208,9.86,10.05,9.6,10,509900
AMSF,20231208,47.38,47.87,47.085,47.86,63900
AMST,20231208,1.94,1.94,1.87,1.93,6300
AMSWA,20231208,10.11,10.27,10.08,10.15,281600
AMTI,20231208,0.1972,0.2,0.1761,0.1942,92300
AMTX,20231208,4.53,4.61,4.511,4.55,178600
AMWD,20231208,86.96,88.65,86.67,88.19,120800
AMZD,20231208,18.33,18.33,18.091,18.12,12600
AMZN,20231208,145.48,147.84,145.4,147.42,41905900
AMZU,20231208,25.81,26.3778,25.77,26.25,142800
ANAB,20231208,16.41,16.87,16.11,16.36,185400
ANDE,20231208,51.9,53.04,51.2895,53.04,183100
ANEB,20231208,2.2,2.33,2.15,2.33,5800
ANGH,20231208,1.41,1.48,1.35,1.35,71200
ANGHW,20231208,0.0743,0.0925,0.0743,0.0925,1000
ANGI,20231208,2.44,2.51,2.425,2.48,1101600
ANGL,20231208,28.2,28.27,28.1801,28.24,2468900
ANGO,20231208,7.01,7.13,6.8107,6.96,301000
ANIK,20231208,22.36,22.98,22.2344,22.46,48900
ANIP,20231208,48.47,49.125,48.2,48.94,205100
ANIX,20231208,3.58,4.22,3.56,4.08,896800
ANL,20231208,10.7,11.26,10.6,11.26,1500
ANNX,20231208,2.6,2.77,2.6,2.65,175200
ANSCU,20231208,10.13,10.14,10.115,10.14,369000
ANSS,20231208,284.39,287.8,284.39,287.2,506900
ANTE,20231208,0.72,0.8309,0.716,0.716,32000
ANTX,20231208,18.58,19.345,16.75,18.79,69200
ANY,20231208,1.59,1.7,1.42,1.54,2408400
AOGOW,20231208,0.01,0.0128,0.01,0.0128,103800
AONC,20231208,6.49,6.505,5.7,5.84,14100
AOSL,20231208,22.47,23.08,22.37,22.72,140600
AOTG,20231208,32.06,32.06,32.06,32.06,100
AOUT,20231208,7.71,8,7.61,7.86,43600
APA,20231208,34.05,34.52,33.8,34.47,2732000
APCX,20231208,1.67,1.67,1.48,1.54,70800
APCXW,20231208,0.28,0.28,0.2799,0.2799,8800
APDN,20231208,0.97,1,0.881,0.881,158800
APEI,20231208,8.35,8.803,8.131,8.29,79400
APGE,20231208,21.67,22.94,20.62,21.48,437100
API,20231208,2.55,2.7,2.55,2.64,223600
APLD,20231208,5.71,6.61,5.6954,6.58,5987600
APLM,20231208,0.7925,0.8475,0.7885,0.835,300800
APLMW,20231208,0.045,0.045,0.043,0.043,49400
APLS,20231208,63.5,63.5,61.35,62.73,1637000
APLT,20231208,2.64,3.37,2.57,3.11,3819200
APM,20231208,2,2.02,1.87,2.02,5800
APOG,20231208,48.05,49.15,48.05,48.8,71100
APP,20231208,36.53,37.615,36.53,37.36,1631400
APPF,20231208,181,184.78,180,182.99,153600
APPN,20231208,35.79,36.7,35.3838,36.54,289900
APPS,20231208,5.83,6.18,5.73,6.16,1984900
APRE,20231208,3.745,3.8099,3.5817,3.685,5500
APTM,20231208,10.7,10.7,10.65,10.69,7600
APTMW,20231208,0.063,0.063,0.063,0.063,68400
APTO,20231208,2.61,2.9077,2.5901,2.8,91600
APVO,20231208,0.193,0.193,0.1802,0.1824,196700
APWC,20231208,1.39,1.39,1.39,1.39,200
APYX,20231208,2.11,2.19,2.05,2.12,150800
AQB,20231208,3.75,3.97,2.93,3.01,197300
AQMS,20231208,0.7815,0.828,0.76,0.8101,429800
AQST,20231208,2.13,2.2399,2.08,2.1,351900
AQU,20231208,10.69,10.69,10.64,10.66,64900
AQWA,20231208,15.72,15.73,15.71,15.73,1600
ARAV,20231208,0.1335,0.1378,0.129,0.13,978600
ARAY,20231208,2.62,2.69,2.62,2.65,276300
ARBB,20231208,0.961,0.961,0.95,0.95,4000
ARBE,20231208,1.9,1.9,1.84,1.85,54600
ARBEW,20231208,0.1556,0.179,0.1556,0.1721,9700
ARBK,20231208,1.58,1.92,1.51,1.86,851700
ARBKL,20231208,9.78,10.5,9.78,10.18,13600
ARCB,20231208,107.36,110.6832,106.9,107.76,264600
ARCC,20231208,19.9,20.12,19.885,20.08,6926800
ARCT,20231208,24.4,24.7,23.745,23.79,329400
ARDX,20231208,5.28,5.34,5.18,5.23,4487000
AREB,20231208,0.33,0.3767,0.312,0.3457,436500
AREBW,20231208,0.0051,0.011,0.0051,0.0051,6100
AREC,20231208,1.56,1.6,1.56,1.57,124200
ARGX,20231208,462.2,462.2,452.2918,453.48,157200
ARHS,20231208,9.36,9.395,9.2,9.37,641500
ARIZR,20231208,0.09,0.09,0.09,0.09,500
ARKO,20231208,7.81,7.86,7.74,7.78,173200
ARKOW,20231208,1.08,1.08,1.08,1.08,1000
ARKR,20231208,15.54,15.75,15.42,15.42,5400
ARLP,20231208,19.42,19.58,19.3,19.35,679100
ARM,20231208,62.44,67.4399,62.235,67.23,18815900
AROW,20231208,27.03,27.9,27.03,27.81,51800
ARQQ,20231208,0.5,0.5,0.48,0.497,433100
ARQQW,20231208,0.09,0.1105,0.0822,0.0831,16700
ARQT,20231208,2.2,2.22,2.115,2.16,1984100
ARRW,20231208,10.49,10.4902,10.4899,10.49,3200
ARRWW,20231208,0.0649,0.07,0.0446,0.07,1000
ARRY,20231208,15.85,16.36,15.545,15.81,3427800
ARTL,20231208,1.4,1.4131,1.33,1.4,17400
ARTNA,20231208,44.38,44.64,43.47,43.78,36200
ARVL,20231208,1.29,1.31,1.25,1.26,47600
ARVN,20231208,33.05,36.94,32.869,34.16,3056000
ARVR,20231208,33.24,33.26,33.21,33.21,900
ARWR,20231208,24.44,25.1,23.92,23.95,913000
ASET,20231208,29.61,29.66,29.58,29.6451,4900
ASLE,20231208,14.95,15.26,14.71,14.91,357800
ASLN,20231208,0.5,0.525,0.5,0.505,62000
ASMB,20231208,0.74,0.7696,0.7222,0.76,215900
ASML,20231208,695.34,702.83,694.03,696.43,920700
ASND,20231208,107.67,111.41,106.49,107.69,1471600
ASNS,20231208,1.23,1.23,1.1,1.175,36500
ASO,20231208,55.55,56.21,55.165,55.96,1154900
ASPI,20231208,2.03,2.03,1.9,1.92,200400
ASPS,20231208,4.36,4.44,4.01,4.35,143500
ASRT,20231208,1.13,1.1636,1.09,1.09,812400
ASRV,20231208,3.01,3.03,2.93,3,9900
ASST,20231208,0.6816,0.731,0.6003,0.631,286500
ASTC,20231208,7.85,7.99,7.75,7.775,4300
ASTE,20231208,31.75,32.37,31.71,31.74,107700
ASTI,20231208,0.8899,0.9114,0.8531,0.871,27200
ASTL,20231208,8.26,8.345,8.1,8.15,156800
ASTLW,20231208,1.16,1.17,1.08,1.135,104000
ASTR,20231208,1.31,1.32,1.29,1.3,147600
ASTS,20231208,5.11,5.55,5.0811,5.48,2001200
ASTSW,20231208,1.09,1.18,1.09,1.1777,91800
ASUR,20231208,7.72,7.84,7.625,7.78,161500
ASYS,20231208,6.75,6.85,6.535,6.55,42900
ATAI,20231208,1.17,1.22,1.16,1.21,882600
ATAK,20231208,11,11,10.98,10.99,1800
ATAKR,20231208,0.17,0.1701,0.1531,0.17,10100
ATAT,20231208,16.4,17.02,16.4,16.81,442900
ATCOL,20231208,23.75,23.86,23.709,23.709,600
ATEC,20231208,12.46,12.87,12.445,12.71,1345300
ATER,20231208,0.319,0.3286,0.305,0.314,386600
ATEX,20231208,36.08,36.31,35.79,36.29,292300
ATGL,20231208,14.76,15.2,13.55,14.3,18000
ATHA,20231208,1.85,1.99,1.83,1.97,298200
ATHE,20231208,2.75,2.84,2.61,2.63,73200
ATIF,20231208,1.02,1.1,0.9501,1.1,1400
ATLC,20231208,31.25,32.785,31.25,31.95,12800
ATLCL,20231208,23.12,23.14,22.92,22.95,2600
ATLCP,20231208,22,22.37,22,22.0676,6100
ATLO,20231208,19.495,20.38,19.495,19.88,22600
ATLX,20231208,26.31,27.488,26.06,27.1,30500
ATMC,20231208,10.75,10.75,10.75,10.75,7800
ATMCR,20231208,0.0904,0.1,0.0904,0.1,78800
ATMCW,20231208,0.0225,0.035,0.0225,0.035,13500
ATMV,20231208,10.69,10.69,10.69,10.69,9100
ATNF,20231208,0.231,0.2454,0.22,0.238,305500
ATNI,20231208,31.29,32.15,31.2,32.14,53500
ATOM,20231208,6.8,7.1599,6.8,7.04,133400
ATOS,20231208,0.74,0.7669,0.72,0.7532,191700
ATPC,20231208,0.75,0.82,0.75,0.75,148700
ATRA,20231208,0.6757,0.6954,0.6428,0.6705,1830000
ATRC,20231208,33.43,34.46,32.95,34.14,600100
ATRI,20231208,328.44,328.44,322.48,325.87,4700
ATRO,20231208,15.07,15.32,15.01,15.15,104100
ATSG,20231208,15.64,15.74,15.29,15.6,1410500
ATXG,20231208,1.25,1.265,1.21,1.25,4800
ATXI,20231208,0.15,0.16,0.141,0.1535,1204300
ATXS,20231208,5.69,5.75,5.34,5.39,410400
AUBN,20231208,20.79,21.244,20.25,20.5,3500
AUDC,20231208,11.76,11.82,11.51,11.64,121400
AUGX,20231208,5.61,6.0035,5.565,5.9,407200
AUID,20231208,8.22,8.87,7.85,8.35,16000
AUPH,20231208,8.85,8.885,8.7,8.86,1251700
AUR,20231208,2.6,2.78,2.6,2.71,5426300
AURA,20231208,8.55,8.83,8.53,8.75,182500
AUROW,20231208,0.298,0.3,0.2725,0.2725,39000
AUTL,20231208,4.17,4.48,3.9,4.36,1029100
AUUD,20231208,0.25,0.294,0.234,0.273,231800
AUUDW,20231208,0.034,0.034,0.034,0.034,200
AUVI,20231208,0.088,0.09,0.08,0.0876,7231200
AUVIP,20231208,2.21,2.21,2.19,2.19,400
AVAH,20231208,2.54,2.68,2.54,2.62,96400
AVAV,20231208,123.53,127.16,122.2669,124.79,439500
AVDL,20231208,13.69,14.31,13.56,14.19,1077300
AVDX,20231208,10.91,11.24,10.88,11.2,1913100
AVGO,20231208,927.84,950.73,910.5262,944.3,6966800
AVGR,20231208,3,3.1899,2.99,3.16,3100
AVHI,20231208,10.71,10.85,10.71,10.83,3900
AVHIW,20231208,0.0121,0.0249,0.0121,0.0202,124800
AVIR,20231208,2.96,3.01,2.925,3.01,231800
AVNW,20231208,31.64,32.35,31.52,32.22,79600
AVO,20231208,9.28,9.48,9.24,9.35,74100
AVPT,20231208,7.95,8.025,7.8633,7.99,468300
AVPTW,20231208,1.27,1.28,1.27,1.27,500
AVRO,20231208,1.4,1.43,1.36,1.41,124900
AVT,20231208,46.88,47.62,46.88,47.5,358800
AVTE,20231208,16.82,17.58,16.49,17.04,69000
AVTX,20231208,0.06,0.0612,0.052,0.053,15407800
AVXL,20231208,8.12,8.24,7.93,7.96,694700
AWH,20231208,3.8,3.85,3.4,3.63,48800
AWIN,20231208,0.135,0.1365,0.1246,0.1283,389700
AWINW,20231208,0.0131,0.0199,0.01,0.0199,8400
AWRE,20231208,1.69,1.69,1.6,1.63,47300
AXDX,20231208,5.23,5.23,4.8717,4.89,60600
AXGN,20231208,7.38,7.66,7.38,7.51,324800
AXNX,20231208,57.63,58.305,56.575,56.82,566500
AXON,20231208,235.41,238.04,234.83,236.38,281800
AXSM,20231208,70.97,72.78,69.4,70.18,1358100
AXTI,20231208,2.06,2.34,2.06,2.33,307800
AY,20231208,19.85,20.04,19.68,19.97,392700
AYRO,20231208,2.12,2.22,2.12,2.2,19700
AYTU,20231208,2.44,2.51,2.3601,2.46,21300
AZ,20231208,1.2567,1.2567,1.19,1.2,33900
AZN,20231208,63.66,63.69,63.03,63.25,4586800
AZPN,20231208,194.21,200.07,194.21,198.99,154900
AZTA,20231208,58.14,58.7,57.32,57.6,282400
BABX,20231208,13.81,13.914,13.77,13.9,32400
BACK,20231208,1.72,1.7881,1.56,1.5601,20800
BAER,20231208,5.9,6.19,5.64,5.85,13000
BAFN,20231208,11.19,11.2,10.9,10.92,24300
BAND,20231208,11.4,12.11,11.265,12,307600
BANF,20231208,91.62,92.4,90.745,92.2,56200
BANFP,20231208,25.77,25.77,25.75,25.75,700
BANL,20231208,1.43,1.47,1.42,1.46,10200
BANR,20231208,49.51,50.18,49.155,49.86,143000
BANX,20231208,17.24,17.7,17.2001,17.67,22100
BAOS,20231208,4.25,4.4,3.91,4.05,9700
BASE,20231208,19.47,20.35,19.265,20.35,366900
BATRA,20231208,40.99,41.785,40.86,41.72,30800
BATRK,20231208,36.25,37.29,36.25,37.16,168400
BBCP,20231208,8.08,8.14,7.96,7.98,32700
BBGI,20231208,0.79,0.79,0.778,0.7801,9000
BBH,20231208,154.61,155.1665,153.91,153.96,9700
BBIO,20231208,34,34.49,32.155,32.52,1256100
BBLG,20231208,0.427,0.448,0.4,0.421,174300
BBSI,20231208,111.42,111.69,110.21,111.07,29600
BCAB,20231208,1.54,1.63,1.4872,1.59,272500
BCAL,20231208,15.65,15.7,15.43,15.51,25400
BCAN,20231208,0.7,0.75,0.7,0.75,13500
BCBP,20231208,11.87,12.06,11.781,12.04,21500
BCDA,20231208,0.65,0.67,0.59,0.629,511100
BCDAW,20231208,0.06,0.06,0.06,0.06,200
BCEL,20231208,0.2699,0.2699,0.235,0.241,1086700
BCLI,20231208,0.222,0.2299,0.1987,0.2003,3180900
BCML,20231208,21.7,21.9396,21.68,21.85,17900
BCOV,20231208,2.43,2.4515,2.37,2.4,79000
BCOW,20231208,6.3,6.5,6.3,6.35,9200
BCPC,20231208,135.16,136.36,131.735,133.13,83700
BCRX,20231208,5.65,5.82,5.59,5.69,5120300
BCSAW,20231208,0.0279,0.0279,0.0279,0.0279,500
BCTX,20231208,4.76,4.97,4.64,4.72,79200
BCTXW,20231208,1.65,1.75,1.65,1.75,1600
BCYC,20231208,15.77,16.11,15.31,15.79,599200
BDGS,20231208,27,27.04,26.99,26.99,2400
BDRX,20231208,3.56,3.56,2.77,2.92,92100
BDSX,20231208,1.62,1.635,1.54,1.56,69600
BDTX,20231208,2.57,3.03,2.53,3,1403700
BEAM,20231208,27.49,28.79,26.29,26.4,1780100
BEAT,20231208,1.35,1.3971,1.3446,1.36,12500
BECN,20231208,80.25,80.82,79.595,80.5,996400
BEEM,20231208,5,5.37,5,5.33,128600
BEEMW,20231208,0.9,1.5,0.9,1.49,6300
BEEZ,20231208,26.9,27.05,26.9,26.9714,400
BELFB,20231208,55.3,56.98,55.3,56.49,62900
BENF,20231208,0.3958,0.419,0.3717,0.419,147400
BENFW,20231208,0.008,0.009,0.0061,0.0077,89500
BETR,20231208,0.4258,0.453,0.4255,0.429,930000
BETRW,20231208,0.105,0.11,0.08,0.1099,27600
BETS,20231208,0.0174,0.0179,0.0129,0.0143,671316800
BFC,20231208,88,89.4,84.85,88.16,21300
BFI,20231208,0.97,0.97,0.95,0.9607,92200
BFIIW,20231208,0.045,0.046,0.045,0.045,2100
BFIN,20231208,9.15,9.15,9,9.09,19600
BFIT,20231208,22.49,22.5744,22.46,22.5744,1000
BFRG,20231208,2.5,2.5399,2.38,2.41,58200
BFRGW,20231208,0.61,0.61,0.6,0.6002,7000
BFRI,20231208,3.3,3.6,3.22,3.57,16300
BFST,20231208,21.83,22.22,21.78,21.86,44300
BGC,20231208,6.26,6.42,6.23,6.39,1926800
